CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count
711199908,41,M,2,Graduate,Single,$60K - $80K,Blue,30,3
721398858,43,M,2,Unknown,Single,$120K +,Blue,34,5
715664808,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3
715500558,45,F,3,Graduate,Married,Unknown,Blue,36,3
719239158,48,M,3,High School,Married,$60K - $80K,Blue,39,4
820633833,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5
720551733,46,F,4,Doctorate,Married,Unknown,Blue,26,3
718487958,53,F,2,High School,Married,Less than $40K,Blue,41,5
710533233,38,F,1,Graduate,Married,Less than $40K,Blue,29,3
778878633,51,M,3,Unknown,Married,$80K - $120K,Blue,32,6
720197058,47,F,3,Graduate,Unknown,Unknown,Blue,33,1
716317458,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3
718569258,56,F,2,Unknown,Married,Less than $40K,Blue,36,5
711649908,33,F,3,Graduate,Married,Unknown,Blue,15,5
720879708,52,M,2,High School,Single,$80K - $120K,Blue,44,3
815761908,46,F,3,Unknown,Married,Unknown,Silver,41,6
711850533,46,F,4,Uneducated,Single,Unknown,Blue,36,5
721028283,40,F,4,High School,Married,$40K - $60K,Blue,28,4
710763783,49,M,2,High School,Married,$80K - $120K,Blue,32,4
720432858,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4
772525308,43,M,3,College,Single,$40K - $60K,Blue,33,5
767354208,48,M,4,Graduate,Married,$80K - $120K,Blue,41,4
715670058,50,M,3,Graduate,Married,$120K +,Blue,38,5
713856708,48,M,4,High School,Married,$80K - $120K,Blue,36,5
758086458,46,F,3,Graduate,Married,Unknown,Blue,39,3
717035283,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2
709604958,51,F,3,Graduate,Single,$40K - $60K,Blue,36,3
714931458,52,F,2,Post-Graduate,Single,Unknown,Blue,42,3
711047658,46,F,3,High School,Married,Less than $40K,Blue,38,4
718110858,42,M,4,Unknown,Married,$40K - $60K,Blue,36,2
716385858,42,F,4,Graduate,Married,Less than $40K,Blue,28,5
708812133,49,F,3,Graduate,Married,Unknown,Blue,39,5
787655058,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5
803113383,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3
721273008,54,F,1,College,Unknown,Less than $40K,Silver,43,6
715762083,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,6
711629733,45,F,2,Graduate,Married,Less than $40K,Blue,34,5
718410258,37,M,3,High School,Unknown,$80K - $120K,Blue,28,5
719745558,52,M,3,Graduate,Single,$60K - $80K,Blue,36,4
820282383,45,F,2,Graduate,Married,Less than $40K,Blue,40,6
793543758,47,M,2,Graduate,Single,$120K +,Blue,41,3
778224858,42,F,2,College,Unknown,Unknown,Blue,32,3
712555233,59,F,0,Graduate,Single,$40K - $60K,Blue,48,4
718516533,46,F,2,Graduate,Single,Less than $40K,Blue,36,6
708923658,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,3
717708783,57,M,2,Graduate,Single,$120K +,Silver,51,6
780688383,35,M,1,Graduate,Unknown,$80K - $120K,Blue,24,4
718821783,53,M,1,Unknown,Married,$40K - $60K,Blue,48,4
718163808,37,M,1,Graduate,Single,$80K - $120K,Blue,24,6
712693908,43,M,3,Graduate,Married,$120K +,Blue,31,2
711286533,43,M,3,Graduate,Unknown,$60K - $80K,Blue,31,5
711655683,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,4
718188858,52,F,0,Graduate,Single,Less than $40K,Blue,36,5
718514283,46,M,4,High School,Single,$40K - $60K,Blue,36,5
708642708,40,F,2,Uneducated,Married,Unknown,Blue,36,3
811475733,53,F,1,College,Married,$40K - $60K,Blue,48,2
712089108,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,6
710761533,44,M,2,Graduate,Unknown,$80K - $120K,Blue,33,3
714963558,46,M,3,Graduate,Single,$40K - $60K,Blue,36,4
714834258,43,F,4,High School,Unknown,Less than $40K,Blue,36,5
713788083,28,F,1,Graduate,Single,Less than $40K,Blue,36,4
719583558,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,6
744705408,48,F,4,Graduate,Single,Unknown,Blue,41,5
713240133,42,F,3,High School,Married,Less than $40K,Blue,36,4
815015283,43,F,4,Graduate,Married,Less than $40K,Blue,38,4
718072758,51,M,2,Post-Graduate,Married,$120K +,Blue,45,5
709127808,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5
715080258,37,F,1,High School,Single,Unknown,Blue,36,3
709567758,40,F,3,Uneducated,Married,Less than $40K,Blue,29,4
780067158,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2
715357308,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3
720559908,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,6
720339558,47,F,2,Graduate,Single,Less than $40K,Blue,36,3
809599158,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2
793269933,46,M,3,Graduate,Unknown,$60K - $80K,Silver,40,6
809978733,33,F,2,High School,Single,$40K - $60K,Blue,28,3
788996058,47,F,2,High School,Married,Less than $40K,Blue,34,4
712575708,55,F,2,High School,Married,Less than $40K,Blue,36,5
789625383,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,4
719730258,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,4
793717608,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,6
709798908,45,F,4,Unknown,Single,Less than $40K,Blue,32,3
716077458,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4
813435108,49,F,1,Graduate,Single,Less than $40K,Blue,44,5
708084558,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6
719880408,46,F,4,Graduate,Married,Less than $40K,Blue,35,6
719343633,48,M,3,High School,Unknown,Less than $40K,Blue,38,4
718711158,52,M,3,Graduate,Married,$120K +,Blue,36,1
717443658,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4
715976433,42,M,3,High School,Unknown,Less than $40K,Blue,31,4
719038008,48,F,4,Graduate,Single,Less than $40K,Blue,35,3
709143183,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3
710186958,45,F,3,Unknown,Single,Unknown,Blue,32,6
709274583,40,M,2,High School,Married,$120K +,Blue,27,5
816864483,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4
708271833,42,M,3,Graduate,Single,$40K - $60K,Silver,36,3
821759658,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3
820920408,53,F,2,Graduate,Single,Less than $40K,Blue,48,3
718403358,49,F,2,High School,Divorced,$40K - $60K,Blue,33,4
713476758,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4
720690933,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5
719252583,29,F,1,High School,Single,Less than $40K,Blue,20,4
712783083,48,F,4,High School,Married,Less than $40K,Blue,37,1
771204108,36,F,2,Uneducated,Single,Unknown,Blue,23,3
817247658,45,M,3,High School,Unknown,$60K - $80K,Blue,27,6
821749608,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3
714389883,45,M,4,Graduate,Single,$80K - $120K,Blue,36,6
713648208,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6
826261008,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3
824163333,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3
709444983,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3
711154908,59,F,0,Unknown,Single,Less than $40K,Blue,40,5
769575783,49,F,3,College,Married,Less than $40K,Blue,41,3
720334833,39,F,5,College,Single,Less than $40K,Blue,30,4
709563258,50,F,2,Uneducated,Single,Unknown,Blue,41,2
708205083,38,F,1,High School,Married,Less than $40K,Blue,28,6
715276683,52,M,2,High School,Married,$60K - $80K,Blue,45,5
721254858,42,F,5,Graduate,Married,Less than $40K,Blue,18,6
712257258,50,F,1,High School,Single,Less than $40K,Blue,36,4
789616158,33,M,3,Unknown,Divorced,Unknown,Blue,27,6
708773583,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5
711110733,45,M,3,High School,Married,$40K - $60K,Silver,33,3
714043008,37,M,2,High School,Single,$40K - $60K,Blue,30,6
780602733,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4
823557333,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5
772825308,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4
713251008,43,F,2,Uneducated,Married,Unknown,Blue,38,6
711175083,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4
756477333,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4
712294983,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4
717023508,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6
709869708,54,F,3,College,Single,Less than $40K,Blue,45,5
772133808,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6
768196008,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5
708916083,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5
789526458,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4
716079708,46,F,3,College,Single,Less than $40K,Blue,36,5
720087708,38,F,3,High School,Married,Less than $40K,Blue,31,4
714259533,43,F,2,Graduate,Married,Less than $40K,Blue,35,3
714691683,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4
768420558,59,F,0,Graduate,Single,Less than $40K,Blue,53,6
778364583,45,F,2,Graduate,Married,Less than $40K,Blue,25,3
719186433,53,F,1,College,Single,Unknown,Blue,44,3
719951208,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5
720182658,44,F,3,Uneducated,Single,Unknown,Blue,31,4
789022233,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6
778353183,31,F,0,High School,Married,Less than $40K,Blue,13,5
713789883,50,F,4,High School,Married,$40K - $60K,Blue,36,6
773018583,38,F,4,Graduate,Married,Less than $40K,Blue,30,5
771354633,58,M,1,College,Single,$80K - $120K,Blue,45,5
717308433,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3
712271958,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4
716736858,47,F,4,Graduate,Married,Less than $40K,Blue,39,3
713796033,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6
710812533,46,F,3,High School,Single,Unknown,Silver,36,4
782555058,35,F,1,Unknown,Married,Less than $40K,Blue,29,4
714864333,43,M,2,College,Divorced,$120K +,Blue,37,4
787918158,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5
779070033,63,F,0,College,Single,Less than $40K,Blue,44,3
789945933,61,F,1,Graduate,Single,Less than $40K,Blue,52,3
720810783,54,F,2,Graduate,Married,Unknown,Blue,44,2
715627833,48,M,3,High School,Married,$60K - $80K,Gold,37,6
809538783,49,M,1,High School,Single,$120K +,Blue,44,6
715987758,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3
711967158,35,F,3,Graduate,Single,Less than $40K,Blue,23,6
712325433,39,F,2,Unknown,Single,Unknown,Blue,28,6
716470683,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3
713289183,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6
711549408,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5
709523508,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5
717578358,49,F,4,Graduate,Married,Unknown,Blue,40,5
711673983,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3
713388108,62,F,0,High School,Unknown,Less than $40K,Blue,51,4
715679733,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5
779694183,51,M,3,College,Married,$80K - $120K,Blue,34,5
788544108,43,F,2,High School,Single,Less than $40K,Blue,37,4
715583283,34,F,0,Graduate,Married,Unknown,Blue,13,4
719917233,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3
717103758,63,M,0,Graduate,Single,Unknown,Blue,55,5
714621183,39,F,3,Graduate,Single,Less than $40K,Blue,36,4
721365033,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3
712999008,40,F,3,Graduate,Single,Less than $40K,Blue,33,3
780790008,46,F,3,Unknown,Married,$40K - $60K,Blue,39,6
779499933,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6
717200508,40,F,4,Uneducated,Single,Unknown,Blue,32,3
716995083,52,M,2,High School,Single,$80K - $120K,Blue,44,6
718137183,58,F,1,College,Married,Less than $40K,Blue,38,4
787507833,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6
810974958,51,M,2,High School,Married,$60K - $80K,Blue,46,5
717967833,55,F,1,Unknown,Married,Less than $40K,Blue,36,3
712267983,57,F,0,Graduate,Single,Less than $40K,Blue,45,4
717376758,56,F,2,High School,Married,Less than $40K,Blue,47,4
718250883,59,F,2,High School,Married,Unknown,Blue,51,3
717491058,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6
802243458,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6
714485508,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6
711377808,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4
718565733,62,M,0,Unknown,Single,Less than $40K,Blue,36,3
712723608,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6
789948408,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3
734909358,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4
719267283,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6
780684933,49,M,3,High School,Unknown,$40K - $60K,Blue,38,4
720330558,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5
720784833,48,F,3,Graduate,Single,Unknown,Blue,36,3
789059958,42,M,4,High School,Married,$120K +,Gold,30,6
797138883,43,M,4,Unknown,Married,$40K - $60K,Blue,37,3
721448283,39,F,1,Graduate,Single,Less than $40K,Blue,26,3
710552733,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2
742778358,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3
713933658,56,F,0,Graduate,Single,Less than $40K,Blue,45,3
788142483,46,M,3,College,Single,$80K - $120K,Silver,38,3
789705408,50,M,2,College,Married,$60K - $80K,Blue,37,4
780378633,43,M,3,College,Unknown,$60K - $80K,Blue,33,4
817422408,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3
781297983,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6
710671608,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5
719967708,44,F,2,Unknown,Single,Less than $40K,Blue,32,3
711879633,45,M,3,High School,Single,Less than $40K,Blue,29,4
716444733,55,F,2,Graduate,Married,Less than $40K,Blue,46,5
718460958,49,F,2,College,Married,Less than $40K,Blue,35,3
789953733,46,F,3,Graduate,Married,Less than $40K,Blue,37,5
770278833,43,M,4,Unknown,Married,$120K +,Blue,37,3
787291308,42,F,5,Graduate,Married,Less than $40K,Blue,36,5
710644158,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5
717095733,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6
813338733,47,F,3,Unknown,Single,Unknown,Blue,42,3
787536933,44,F,3,Unknown,Single,Less than $40K,Blue,33,6
714384783,59,F,1,Graduate,Married,Less than $40K,Blue,36,2
713847858,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3
809809008,47,F,5,Graduate,Married,Less than $40K,Blue,42,5
719446833,58,F,1,High School,Married,Less than $40K,Blue,46,4
720570333,48,F,3,College,Married,Less than $40K,Blue,36,5
815308683,46,M,3,College,Married,$80K - $120K,Blue,41,4
810875958,51,F,3,Graduate,Married,Less than $40K,Blue,46,1
717775608,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4
718766058,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1
710656683,50,F,3,High School,Single,Less than $40K,Blue,36,4
768390708,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6
713263758,53,F,1,College,Single,Less than $40K,Blue,45,3
754564308,46,F,3,Graduate,Married,$40K - $60K,Blue,39,3
827890758,39,F,1,Uneducated,Single,Less than $40K,Blue,35,5
779945508,50,F,1,Graduate,Married,Less than $40K,Blue,35,5
720807183,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3
709309308,50,M,3,College,Unknown,$80K - $120K,Blue,37,1
715844733,45,M,5,High School,Married,$60K - $80K,Blue,36,6
712332183,42,M,3,College,Single,$80K - $120K,Blue,36,6
790123983,50,F,2,High School,Single,Less than $40K,Blue,43,4
711721458,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5
716860233,51,F,3,Uneducated,Married,Less than $40K,Blue,39,3
714678408,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,6
708798483,37,F,3,Unknown,Single,Unknown,Blue,24,2
708501783,43,M,2,High School,Married,$120K +,Blue,36,6
713645883,37,F,1,High School,Single,Less than $40K,Blue,23,6
718622658,45,M,4,High School,Single,$80K - $120K,Blue,34,3
710641008,44,F,2,High School,Single,Less than $40K,Blue,36,5
718547358,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4
716177583,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6
713417433,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3
713043183,61,M,0,High School,Single,$40K - $60K,Blue,48,3
719328858,56,M,4,High School,Married,$60K - $80K,Blue,43,6
718501983,44,M,2,Graduate,Married,$60K - $80K,Blue,36,5
803800533,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3
771790083,43,F,3,Unknown,Married,Less than $40K,Silver,32,4
712817808,39,M,2,Graduate,Married,$60K - $80K,Blue,23,5
811697958,50,F,4,Unknown,Married,Less than $40K,Blue,45,4
817089408,44,M,2,College,Married,$60K - $80K,Blue,27,3
803406558,30,F,1,Uneducated,Single,Unknown,Blue,24,3
717297708,47,F,1,Graduate,Single,Unknown,Blue,37,6
808756458,47,M,3,Graduate,Married,$80K - $120K,Blue,42,6
718352358,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3
780638958,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6
721026033,57,F,1,Unknown,Single,Less than $40K,Blue,44,4
719894433,43,F,4,Unknown,Married,Less than $40K,Blue,24,6
812493033,44,F,3,High School,Single,$40K - $60K,Blue,37,4
718256658,45,F,3,Uneducated,Married,Less than $40K,Blue,38,6
711421233,51,M,3,High School,Single,$60K - $80K,Blue,43,5
710335983,57,F,0,High School,Divorced,Less than $40K,Blue,36,5
720108783,60,F,1,Uneducated,Single,Unknown,Blue,50,6
818259558,64,F,0,Graduate,Single,Less than $40K,Blue,56,4
708511983,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5
708838908,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4
778720533,53,F,4,Graduate,Married,Less than $40K,Blue,37,3
793015083,46,F,4,Graduate,Married,Unknown,Blue,40,5
821336133,50,F,2,High School,Single,Less than $40K,Blue,46,5
713905608,56,F,3,Unknown,Single,Less than $40K,Blue,50,5
779164608,45,F,3,Graduate,Married,Less than $40K,Blue,34,6
714835833,43,M,4,High School,Divorced,$80K - $120K,Blue,36,3
823863033,52,M,2,Unknown,Married,$80K - $120K,Silver,48,6
713321508,47,F,3,Unknown,Single,Less than $40K,Blue,36,3
708992733,50,F,0,High School,Married,Less than $40K,Blue,36,4
709488108,42,M,4,College,Single,$40K - $60K,Blue,36,5
716094333,49,M,1,Graduate,Single,$80K - $120K,Blue,42,6
778567983,50,F,2,Graduate,Single,$40K - $60K,Blue,43,4
712178883,49,F,2,College,Single,$40K - $60K,Blue,36,3
717490008,43,M,4,Graduate,Divorced,$80K - $120K,Blue,36,5
718282983,60,M,0,College,Unknown,Less than $40K,Blue,47,6
747208083,49,M,4,Graduate,Single,$40K - $60K,Blue,42,3
820276908,42,F,4,College,Married,$40K - $60K,Blue,37,3
719960133,42,M,3,College,Single,$80K - $120K,Silver,26,3
711062958,43,M,3,Graduate,Single,$120K +,Blue,23,5
714917583,42,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6
767256933,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6
712568358,47,M,1,High School,Married,$60K - $80K,Blue,29,3
789182358,56,M,1,Uneducated,Single,$80K - $120K,Blue,45,3
716989683,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4
827968383,43,F,3,High School,Unknown,Less than $40K,Blue,39,5
819647358,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2
788966958,47,F,1,Graduate,Married,Unknown,Blue,34,3
789502308,57,F,3,Unknown,Single,Less than $40K,Blue,49,1
756458508,44,M,3,Graduate,Single,$60K - $80K,Blue,37,5
714643983,42,F,1,High School,Married,Less than $40K,Blue,36,5
711606558,49,F,1,High School,Married,Less than $40K,Blue,39,5
824155458,48,M,2,High School,Married,$80K - $120K,Blue,44,5
710445183,44,M,5,Doctorate,Single,$120K +,Blue,31,5
802834158,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3
712038258,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3
712864683,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2
813971283,43,M,4,Unknown,Married,$80K - $120K,Blue,38,5
764211033,50,F,3,Uneducated,Unknown,Less than $40K,Blue,43,6
721424583,35,F,1,High School,Married,Less than $40K,Blue,26,4
713886333,47,M,2,High School,Married,$60K - $80K,Blue,39,2
711741708,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3
794217108,43,M,2,College,Single,$120K +,Blue,37,6
715339758,64,F,1,High School,Divorced,Unknown,Blue,36,3
709610283,42,F,4,Graduate,Single,Less than $40K,Blue,34,3
714575208,49,M,5,Doctorate,Single,$40K - $60K,Blue,43,3
716758908,46,M,3,Uneducated,Single,$120K +,Blue,27,4
778915233,51,F,0,Graduate,Married,Less than $40K,Blue,32,4
789466008,47,M,5,Graduate,Married,$60K - $80K,Blue,38,5
716635758,38,F,2,Unknown,Single,$40K - $60K,Blue,29,5
771819258,52,M,1,Unknown,Married,$120K +,Blue,40,4
713451408,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6
780146658,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2
711675108,43,F,3,Graduate,Single,Less than $40K,Blue,30,3
755467683,48,F,1,Graduate,Single,Less than $40K,Blue,41,6
792864858,47,M,4,Unknown,Unknown,Less than $40K,Blue,37,6
713009208,54,F,3,Graduate,Single,Less than $40K,Blue,44,3
772231233,41,F,2,Graduate,Married,Less than $40K,Blue,30,6
720510333,40,F,3,College,Unknown,$40K - $60K,Blue,20,6
780199233,33,M,2,Doctorate,Single,$120K +,Blue,23,5
711700158,47,F,2,High School,Single,Less than $40K,Blue,39,5
788275083,46,M,3,College,Married,$60K - $80K,Blue,38,5
708804633,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1
714479358,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6
711406758,48,F,3,Graduate,Married,Less than $40K,Blue,36,3
821424483,51,F,1,High School,Single,Less than $40K,Blue,47,4
769438608,48,F,1,Graduate,Married,Less than $40K,Blue,42,3
822068583,48,F,4,Uneducated,Single,Unknown,Blue,44,4
711371208,50,F,4,College,Married,Unknown,Blue,36,4
788832033,35,M,2,High School,Unknown,$40K - $60K,Blue,19,4
713452533,35,F,4,Graduate,Single,Less than $40K,Blue,22,6
720212508,51,F,1,Graduate,Single,Less than $40K,Blue,37,4
717825033,50,M,0,Unknown,Divorced,$60K - $80K,Blue,36,3
779926608,50,F,2,High School,Married,Less than $40K,Blue,36,6
713608383,54,F,1,Unknown,Married,Less than $40K,Blue,40,1
710125608,45,F,5,Unknown,Single,Less than $40K,Blue,36,4
712724733,31,F,0,Post-Graduate,Single,Less than $40K,Blue,19,6
718286658,42,M,3,Graduate,Single,$60K - $80K,Silver,22,5
714195108,45,F,2,Post-Graduate,Single,Unknown,Blue,37,3
720867708,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1
752573508,45,F,3,High School,Single,$40K - $60K,Blue,26,3
768661758,53,M,0,Uneducated,Divorced,$120K +,Blue,47,5
721126833,51,M,2,High School,Married,$80K - $120K,Blue,41,5
716093133,38,F,2,Uneducated,Single,$40K - $60K,Blue,31,5
771092433,55,F,2,Graduate,Single,Less than $40K,Blue,42,4
712807758,47,F,3,Graduate,Single,Less than $40K,Blue,39,3
721514883,38,M,1,Graduate,Single,$80K - $120K,Blue,25,5
824140908,52,M,3,Uneducated,Single,$120K +,Blue,48,5
712971708,43,F,5,Unknown,Single,Less than $40K,Blue,26,6
716471508,54,M,2,Unknown,Single,$120K +,Blue,36,5
782548758,42,F,5,High School,Divorced,Less than $40K,Blue,36,5
720444408,35,F,1,College,Single,Less than $40K,Blue,25,2
717389433,62,F,0,High School,Single,Unknown,Silver,51,3
714292533,48,F,3,College,Married,Less than $40K,Blue,36,4
709585758,41,M,4,High School,Single,$120K +,Blue,28,5
712096758,49,F,2,Graduate,Unknown,$40K - $60K,Blue,36,6
811463283,54,M,0,Graduate,Single,$80K - $120K,Blue,42,3
789358908,53,F,3,College,Married,Less than $40K,Blue,43,3
718146258,51,M,2,Graduate,Divorced,$60K - $80K,Blue,41,4
710779083,59,F,0,Graduate,Married,Less than $40K,Blue,48,3
709166883,39,F,3,Uneducated,Single,Unknown,Blue,27,6
712554183,65,F,2,College,Single,$40K - $60K,Blue,54,4
721315233,47,M,4,High School,Single,$40K - $60K,Silver,32,3
714766383,42,M,3,High School,Single,Less than $40K,Blue,24,4
797491683,45,M,5,Unknown,Married,$80K - $120K,Silver,39,2
714157908,57,F,0,Unknown,Married,Less than $40K,Blue,42,5
714588408,51,F,3,Uneducated,Married,Less than $40K,Blue,43,4
719627133,50,F,1,Graduate,Single,Less than $40K,Blue,37,4
714125883,47,M,2,Unknown,Married,$80K - $120K,Blue,36,6
712865583,57,F,5,Graduate,Married,$40K - $60K,Blue,49,4
779363283,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4
779224758,47,F,2,Doctorate,Single,Less than $40K,Blue,37,4
718775808,42,F,3,Unknown,Married,Unknown,Blue,31,3
710267583,45,F,3,Doctorate,Divorced,Unknown,Blue,33,6
711305208,52,M,2,Unknown,Married,$60K - $80K,Blue,36,6
717531483,37,M,2,High School,Single,$60K - $80K,Blue,21,5
709170108,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3
716056158,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3
711326583,62,F,0,High School,Single,Less than $40K,Blue,50,3
715406658,47,F,1,Unknown,Single,Less than $40K,Blue,37,4
712814658,50,F,0,Graduate,Married,Less than $40K,Blue,43,4
773228133,39,F,2,Graduate,Married,Less than $40K,Blue,29,3
710453283,40,F,3,Uneducated,Single,Less than $40K,Blue,27,5
795266208,39,M,3,College,Single,$120K +,Blue,30,4
779090883,42,F,2,Unknown,Unknown,Less than $40K,Blue,23,6
712309758,65,M,0,Graduate,Single,$40K - $60K,Blue,49,3
716625033,32,F,1,Graduate,Single,Less than $40K,Blue,36,3
790112133,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5
797238108,49,F,4,Unknown,Divorced,Less than $40K,Blue,43,5
716782758,48,M,3,Graduate,Single,$60K - $80K,Blue,42,3
715588008,45,M,4,College,Married,$80K - $120K,Blue,31,4
713977308,62,M,1,Graduate,Single,$120K +,Blue,53,4
719059083,45,F,3,High School,Unknown,Less than $40K,Blue,33,5
708797583,49,F,4,Unknown,Single,Unknown,Blue,31,6
708809283,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1
771529608,50,M,2,High School,Married,$120K +,Blue,38,5
715776033,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4
778619358,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4
715717608,41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4
